Date,UNRATE,UNRATE.L,UNRATE.L2,CPI,ICSA,CCSA,INDPROD,CONSUMPTION,UNRATE.1
8/1/1997,4.8,4.9,5.0,2.3,1651000,11362000,7.3,5.9,4.9
9/1/1997,4.9,4.8,4.9,2.2,1261000,8939000,7.6,5.8,4.7
10/1/1997,4.7,4.9,4.8,2.1,1240000,8862000,8.5,5.8,4.6
11/1/1997,4.6,4.7,4.9,1.9,1573000,11075000,8.4,5.8,4.7
12/1/1997,4.7,4.6,4.7,1.7,1253000,8941000,8.2,5.8,4.6
1/1/1998,4.6,4.7,4.6,1.6,1606000,11376000,8.5,5.2,4.6
2/1/1998,4.6,4.6,4.7,1.4,1276000,8897000,7.4,5.3,4.7
3/1/1998,4.7,4.6,4.6,1.4,1260000,8887000,6.8,5.4,4.3
4/1/1998,4.3,4.7,4.6,1.4,1244000,8730000,7.1,6.0,4.4
5/1/1998,4.4,4.3,4.7,1.7,1556000,10673000,7.2,6.9,4.5
6/1/1998,4.5,4.4,4.3,1.6,1352000,8857000,6.1,6.9,4.5
7/1/1998,4.5,4.5,4.4,1.7,1332000,9335000,4.8,6.1,4.5
8/1/1998,4.5,4.5,4.5,1.6,1563000,11188000,5.9,6.0,4.6
9/1/1998,4.6,4.5,4.5,1.4,1216000,8612000,4.8,6.5,4.5
10/1/1998,4.5,4.6,4.5,1.5,1553000,10822000,4.7,6.4,4.4
11/1/1998,4.4,4.5,4.6,1.5,1264000,8815000,3.8,6.3,4.4
12/1/1998,4.4,4.4,4.5,1.6,1264000,8881000,3.7,6.6,4.3
1/1/1999,4.3,4.4,4.4,1.7,1631000,11436000,3.7,6.7,4.4
2/1/1999,4.4,4.3,4.4,1.7,1206000,8962000,4.1,6.6,4.2
3/1/1999,4.2,4.4,4.3,1.7,1211000,8908000,4.3,6.7,4.3
4/1/1999,4.3,4.2,4.4,2.3,1234000,8950000,4.1,7.1,4.2
5/1/1999,4.2,4.3,4.2,2.1,1508000,11072000,4.1,6.8,4.3
6/1/1999,4.3,4.2,4.3,2.0,1176000,8769000,4.7,6.6,4.3
7/1/1999,4.3,4.3,4.2,2.1,1490000,10966000,5.7,6.8,4.2
8/1/1999,4.2,4.3,4.3,2.3,1163000,8721000,4.0,6.9,4.2
9/1/1999,4.2,4.2,4.3,2.6,1158000,8648000,3.7,7.1,4.1
10/1/1999,4.1,4.2,4.2,2.6,1452000,10514000,4.2,6.9,4.1
11/1/1999,4.1,4.1,4.2,2.6,1127000,8343000,4.9,7.2,4
12/1/1999,4.0,4.1,4.1,2.7,1114000,8389000,5.3,7.8,4
1/1/2000,4.0,4.0,4.1,2.8,1442000,10549000,4.7,7.7,4.1
2/1/2000,4.1,4.0,4.0,3.2,1175000,8590000,4.5,8.6,4
3/1/2000,4.0,4.1,4.0,3.8,1099000,8316000,4.7,9.0,3.8
4/1/2000,3.8,4.0,4.1,3.0,1358000,10077000,5.2,7.7,4
5/1/2000,4.0,3.8,4.0,3.1,1129000,7958000,4.8,7.7,4
6/1/2000,4.0,4.0,3.8,3.7,1164000,8113000,5.0,7.8,4
7/1/2000,4.0,4.0,4.0,3.6,1475000,10428000,4.1,7.6,4.1
8/1/2000,4.1,4.0,4.0,3.4,1251000,8469000,3.4,7.4,3.9
9/1/2000,3.9,4.1,4.0,3.5,1501000,10598000,4.3,7.9,3.9
10/1/2000,3.9,3.9,4.1,3.5,1204000,8465000,2.6,7.5,3.9
11/1/2000,3.9,3.9,3.9,3.4,1337000,8845000,2.1,7.2,3.9
12/1/2000,3.9,3.9,3.9,3.4,1730000,11532000,1.0,6.3,4.2
1/1/2001,4.2,3.9,3.9,3.7,1360000,9583000,0.4,6.8,4.2
2/1/2001,4.2,4.2,3.9,3.5,1485000,9946000,-0.6,5.7,4.3
3/1/2001,4.3,4.2,4.2,3.0,1936000,12927000,-1.2,4.6,4.4
4/1/2001,4.4,4.3,4.2,3.2,1587000,10789000,-2.1,4.9,4.3
5/1/2001,4.3,4.4,4.3,3.6,1578000,11277000,-3.0,5.1,4.5
6/1/2001,4.5,4.3,4.4,3.2,1986000,14737000,-3.6,4.8,4.6
7/1/2001,4.6,4.5,4.3,2.7,1592000,12123000,-4.0,4.6,4.9
8/1/2001,4.9,4.6,4.5,2.7,1592000,12480000,-3.9,4.7,5
9/1/2001,5.0,4.9,4.6,2.6,2175000,16311000,-4.7,1.7,5.3
10/1/2001,5.3,5.0,4.9,2.1,1923000,14110000,-4.7,4.6,5.5
11/1/2001,5.5,5.3,5.0,1.9,1790000,14626000,-5.3,3.9,5.7
12/1/2001,5.7,5.5,5.3,1.6,2084000,17947000,-5.0,3.1,5.7
1/1/2002,5.7,5.7,5.5,1.2,1634000,14202000,-3.8,2.8,5.7
2/1/2002,5.7,5.7,5.7,1.1,1596000,14217000,-3.2,3.2,5.7
3/1/2002,5.7,5.7,5.7,1.4,2077000,18054000,-2.2,3.5,5.9
4/1/2002,5.9,5.7,5.7,1.6,1717000,14757000,-1.4,4.4,5.8
5/1/2002,5.8,5.9,5.7,1.2,1636000,14848000,-0.4,3.3,5.8
6/1/2002,5.8,5.8,5.9,1.1,1936000,18176000,1.0,3.6,5.8
7/1/2002,5.8,5.8,5.8,1.5,1544000,14017000,1.6,4.3,5.7
8/1/2002,5.7,5.8,5.8,1.7,1968000,17584000,1.6,4.1,5.7
9/1/2002,5.7,5.7,5.8,1.5,1638000,14220000,2.2,5.5,5.7
10/1/2002,5.7,5.7,5.7,2.0,1630000,14223000,2.2,3.1,5.9
11/1/2002,5.9,5.7,5.7,2.3,1961000,17412000,3.4,3.9,6
12/1/2002,6.0,5.9,5.7,2.5,1657000,13931000,2.9,4.9,5.8
1/1/2003,5.8,6.0,5.9,2.8,1580000,13658000,3.1,5.0,5.9
2/1/2003,5.9,5.8,6.0,3.1,1644000,13748000,3.2,4.5,5.9
3/1/2003,5.9,5.9,5.8,3.0,2137000,17704000,2.1,5.1,6
4/1/2003,6.0,5.9,5.9,2.2,1745000,14519000,0.9,4.4,6.1
5/1/2003,6.1,6.0,5.9,1.9,2120000,18596000,0.5,5.0,6.3
6/1/2003,6.3,6.1,6.0,1.9,1687000,14806000,-0.2,5.1,6.2
7/1/2003,6.2,6.3,6.1,2.1,1646000,14465000,0.4,5.0,6.1
8/1/2003,6.1,6.2,6.3,2.2,2001000,17982000,0.2,5.9,6.1
9/1/2003,6.1,6.1,6.2,2.4,1582000,14303000,0.8,6.3,6
10/1/2003,6.0,6.1,6.1,2.0,1528000,13945000,1.2,5.8,5.8
11/1/2003,5.8,6.0,6.1,1.9,1815000,16867000,1.3,6.1,5.7
12/1/2003,5.7,5.8,6.0,2.0,1433000,13081000,1.9,5.7,5.7
1/1/2004,5.7,5.7,5.8,2.0,1801000,15741000,1.3,6.2,5.6
2/1/2004,5.6,5.7,5.7,1.7,1443000,12459000,1.8,6.5,5.8
3/1/2004,5.8,5.6,5.7,1.7,1368000,12185000,1.7,6.4,5.6
4/1/2004,5.6,5.8,5.6,2.3,1393000,12003000,2.7,6.2,5.6
5/1/2004,5.6,5.6,5.8,2.9,1681000,14878000,3.5,6.9,5.6
6/1/2004,5.6,5.6,5.6,3.2,1396000,11803000,2.6,5.9,5.5
7/1/2004,5.5,5.6,5.6,2.9,1715000,14585000,2.8,6.2,5.4
8/1/2004,5.4,5.5,5.6,2.5,1363000,11566000,3.1,5.3,5.4
9/1/2004,5.4,5.4,5.5,2.5,1349000,11451000,2.5,6.2,5.5
10/1/2004,5.5,5.4,5.4,3.2,1670000,13890000,3.3,6.7,5.4
11/1/2004,5.4,5.5,5.4,3.6,1315000,10938000,2.9,6.6,5.4
12/1/2004,5.4,5.4,5.5,3.3,1301000,10876000,3.6,7.0,5.3
1/1/2005,5.3,5.4,5.4,2.8,1717000,13619000,3.8,6.1,5.4
2/1/2005,5.4,5.3,5.4,3.1,1247000,10746000,4.0,6.5,5.2
3/1/2005,5.2,5.4,5.3,3.2,1328000,10638000,4.2,6.2,5.2
4/1/2005,5.2,5.2,5.4,3.4,1616000,13022000,4.0,7.0,5.1
5/1/2005,5.1,5.2,5.2,2.9,1308000,10345000,3.4,6.1,5
6/1/2005,5.0,5.1,5.2,2.5,1303000,10400000,4.6,7.3,5
7/1/2005,5.0,5.0,5.1,3.1,1622000,12976000,3.5,7.5,4.9
8/1/2005,4.9,5.0,5.0,3.6,1263000,10323000,3.8,7.0,5
9/1/2005,5.0,4.9,5.0,4.7,1531000,10866000,1.7,6.7,5
10/1/2005,5.0,5.0,4.9,4.4,1761000,14017000,1.9,6.4,5
11/1/2005,5.0,5.0,5.0,3.3,1269000,10805000,2.8,5.9,4.9
12/1/2005,4.9,5.0,5.0,3.3,1582000,13197000,2.6,5.6,4.7
1/1/2006,4.7,4.9,5.0,4.0,1183000,10228000,2.3,6.8,4.8
2/1/2006,4.8,4.7,4.9,3.6,1163000,10029000,1.6,6.3,4.7
3/1/2006,4.7,4.8,4.7,3.4,1207000,9822000,2.0,6.2,4.7
4/1/2006,4.7,4.7,4.8,3.6,1518000,12005000,2.1,5.9,4.6
5/1/2006,4.6,4.7,4.7,4.0,1331000,9535000,2.0,6.5,4.6
6/1/2006,4.6,4.6,4.7,4.2,1222000,9634000,1.9,5.8,4.7
7/1/2006,4.7,4.6,4.6,4.1,1594000,12247000,2.2,5.5,4.7
8/1/2006,4.7,4.7,4.6,3.9,1257000,9865000,2.3,5.6,4.5
9/1/2006,4.5,4.7,4.7,2.0,1581000,12231000,4.1,5.3,4.4
10/1/2006,4.4,4.5,4.7,1.4,1262000,9785000,2.7,5.1,4.5
11/1/2006,4.5,4.4,4.5,2.0,1305000,9904000,1.6,5.1,4.4
12/1/2006,4.4,4.5,4.4,2.5,1620000,12406000,2.1,5.6,4.6
1/1/2007,4.6,4.4,4.5,2.1,1269000,10097000,1.6,5.1,4.5
2/1/2007,4.5,4.6,4.4,2.4,1291000,10277000,2.5,5.2,4.4
3/1/2007,4.4,4.5,4.6,2.8,1547000,12595000,2.5,5.2,4.5
4/1/2007,4.5,4.4,4.5,2.6,1281000,9984000,2.9,4.9,4.4
5/1/2007,4.4,4.5,4.4,2.7,1217000,9791000,2.9,4.9,4.6
6/1/2007,4.6,4.4,4.5,2.7,1576000,12410000,2.7,4.8,4.7
7/1/2007,4.7,4.6,4.4,2.3,1253000,10169000,2.6,4.4,4.6
8/1/2007,4.6,4.7,4.6,1.9,1280000,10212000,2.4,4.9,4.7
9/1/2007,4.7,4.6,4.7,2.8,1567000,12686000,2.8,5.0,4.7
10/1/2007,4.7,4.7,4.6,3.6,1313000,10247000,2.6,5.2,4.7
11/1/2007,4.7,4.7,4.7,4.4,1344000,10467000,3.3,5.9,5
12/1/2007,5.0,4.7,4.7,4.1,1741000,13560000,2.2,5.1,5
1/1/2008,5.0,5.0,4.7,4.3,1355000,11195000,2.5,4.8,4.9
2/1/2008,4.9,5.0,5.0,4.1,1387000,11377000,1.1,4.3,5.1
3/1/2008,5.1,4.9,5.0,4.0,1817000,14564000,0.6,4.4,5
4/1/2008,5.0,5.1,4.9,3.9,1438000,11856000,-0.8,4.4,5.4
5/1/2008,5.4,5.0,5.1,4.1,1834000,15068000,-1.5,4.6,5.6
6/1/2008,5.6,5.4,5.0,4.9,1533000,12231000,-1.7,4.9,5.8
7/1/2008,5.8,5.6,5.4,5.5,1592000,12705000,-2.1,4.5,6.1
8/1/2008,6.1,5.8,5.6,5.3,2165000,16890000,-3.8,3.8,6.1
9/1/2008,6.1,6.1,5.8,5.0,1856000,14087000,-8.2,2.8,6.5
10/1/2008,6.5,6.1,6.1,3.7,1901000,14924000,-7.1,1.5,6.8
11/1/2008,6.8,6.5,6.1,1.1,2599000,20483000,-8.8,-0.7,7.3
12/1/2008,7.3,6.8,6.5,0.0,2256000,18089000,-11.4,-1.7,7.8
1/1/2009,7.8,7.3,6.8,-0.1,2860000,24306000,-13.4,-1.5,8.3
2/1/2009,8.3,7.8,7.3,0.0,2576000,21188000,-13.7,-1.6,8.7
3/1/2009,8.7,8.3,7.8,-0.4,2637000,23063000,-14.8,-2.6,9
4/1/2009,9.0,8.7,8.3,-0.6,2511000,24738000,-14.8,-3.0,9.4
5/1/2009,9.4,9.0,8.7,-1.0,3060000,32628000,-15.2,-3.4,9.5
6/1/2009,9.5,9.4,9.0,-1.2,2393000,26137000,-15.3,-3.3,9.5
7/1/2009,9.5,9.5,9.4,-2.0,2266000,24556000,-13.9,-2.9,9.6
8/1/2009,9.6,9.5,9.5,-1.5,2796000,30239000,-11.6,-1.7,9.8
9/1/2009,9.8,9.6,9.5,-1.4,2190000,23939000,-6.9,-1.9,10
10/1/2009,10.0,9.8,9.6,-0.2,2627000,28828000,-7.4,-0.6,9.9
11/1/2009,9.9,10.0,9.8,1.9,1976000,21842000,-5.8,1.0,9.9
12/1/2009,9.9,9.9,10.0,2.8,1942000,20567000,-2.8,2.6,9.8
1/1/2010,9.8,9.9,9.9,2.6,2399000,24195000,0.8,2.1,9.8
2/1/2010,9.8,9.8,9.9,2.2,1943000,19175000,1.8,2.7,9.9
3/1/2010,9.9,9.8,9.8,2.3,1881000,18927000,4.2,3.9,9.9
4/1/2010,9.9,9.9,9.8,2.2,1876000,18912000,5.4,4.2,9.6
5/1/2010,9.6,9.9,9.9,2.0,2297000,23374000,7.9,4.3,9.4
6/1/2010,9.4,9.6,9.9,1.1,1842000,18333000,8.5,3.8,9.4
7/1/2010,9.4,9.4,9.6,1.3,2296000,22643000,7.8,3.9,9.5
8/1/2010,9.5,9.4,9.4,1.2,1900000,17845000,6.9,3.0,9.5
9/1/2010,9.5,9.5,9.4,1.1,1814000,17871000,6.3,4.0,9.4
10/1/2010,9.4,9.5,9.5,1.2,2234000,21817000,5.8,4.1,9.8
11/1/2010,9.8,9.4,9.5,1.1,1705000,16782000,5.4,4.5,9.3
12/1/2010,9.3,9.8,9.4,1.4,1681000,16400000,6.1,4.2,9.1
1/1/2011,9.1,9.3,9.8,1.7,2134000,19592000,4.7,4.6,9
2/1/2011,9.0,9.1,9.3,2.1,1606000,15397000,3.9,4.4,9
3/1/2011,9.0,9.0,9.1,2.6,1624000,15062000,4.2,4.6,9.1
4/1/2011,9.1,9.0,9.0,3.1,2103000,18854000,3.5,4.6,9
5/1/2011,9.0,9.1,9.0,3.5,1690000,15095000,2.2,4.5,9.1
6/1/2011,9.1,9.0,9.1,3.5,1673000,14967000,2.3,4.5,9
7/1/2011,9.0,9.1,9.0,3.6,2063000,18608000,2.4,4.5,9
8/1/2011,9.0,9.0,9.1,3.8,1638000,14864000,2.6,4.3,9
9/1/2011,9.0,9.0,9.0,3.8,1671000,14971000,2.3,4.4,8.8
10/1/2011,8.8,9.0,9.0,3.5,2012000,18508000,3.2,4.0,8.6
11/1/2011,8.6,8.8,9.0,3.5,1557000,14610000,3.2,3.6,8.5
12/1/2011,8.5,8.6,8.8,3.1,1885000,17867000,2.7,3.3,8.3
1/1/2012,8.3,8.5,8.6,3.0,1511000,13805000,3.5,3.6,8.3
2/1/2012,8.3,8.3,8.5,2.9,1453000,13527000,4.3,4.2,8.2
3/1/2012,8.2,8.3,8.3,2.6,1833000,16684000,2.7,3.5,8.2
4/1/2012,8.2,8.2,8.3,2.3,1527000,13292000,3.9,3.4,8.2
5/1/2012,8.2,8.2,8.2,1.7,1494000,13312000,3.9,3.1,8.2
6/1/2012,8.2,8.2,8.2,1.7,1896000,16622000,3.6,2.8,8.2
7/1/2012,8.2,8.2,8.2,1.4,1490000,13223000,3.3,2.7,8.1
8/1/2012,8.1,8.2,8.2,1.7,1493000,13225000,2.2,2.8,7.8
9/1/2012,7.8,8.1,8.2,1.9,1909000,16572000,2.3,3.0,7.8
10/1/2012,7.8,7.8,8.1,2.2,1474000,13105000,1.9,3.1,7.7
11/1/2012,7.7,7.8,7.8,1.8,1605000,13305000,2.4,3.4,7.9
12/1/2012,7.9,7.7,7.8,1.8,1795000,15951000,2.1,3.4,8
1/1/2013,8.0,7.9,7.7,1.7,1412000,12531000,1.4,3.2,7.7
2/1/2013,7.7,8.0,7.9,2.0,1412000,12235000,1.6,2.7,7.5
3/1/2013,7.5,7.7,8.0,1.5,1759000,15189000,2.6,2.5,7.6
4/1/2013,7.6,7.5,7.7,1.1,1389000,12166000,1.7,2.2,7.5
5/1/2013,7.5,7.6,7.5,1.4,1391000,12049000,1.6,2.6,7.5
6/1/2013,7.5,7.5,7.6,1.7,1723000,14964000,1.8,3.0,7.3
7/1/2013,7.3,7.5,7.5,1.9,1384000,12081000,1.3,3.0,7.2
8/1/2013,7.2,7.3,7.5,1.5,1667000,14672000,2.3,2.9,7.2
9/1/2013,7.2,7.2,7.3,1.1,1256000,11583000,2.9,2.8,7.2
10/1/2013,7.2,7.2,7.2,0.9,1434000,11714000,2.4,2.9,6.9
11/1/2013,6.9,7.2,7.2,1.2,1641000,14256000,2.2,3.2,6.7
12/1/2013,6.7,6.9,7.2,1.5,1384000,11434000,2.2,3.4,6.6
1/1/2014,6.6,6.7,6.9,1.6,1307000,11507000,1.9,2.6,6.7
2/1/2014,6.7,6.6,6.7,1.1,1341000,11395000,2.2,3.0,6.7
3/1/2014,6.7,6.7,6.6,1.6,1605000,13896000,2.7,3.8,6.2
4/1/2014,6.2,6.7,6.7,2.0,1291000,10884000,2.9,4.2,6.3
5/1/2014,6.3,6.2,6.7,2.2,1569000,13337000,3.2,4.3,6.1
6/1/2014,6.1,6.3,6.2,2.1,1254000,10355000,3.4,4.6,6.2
7/1/2014,6.2,6.1,6.3,2.0,1207000,10134000,4.0,4.7,6.1
8/1/2014,6.1,6.2,6.1,1.7,1510000,12524000,3.2,5.1,5.9
9/1/2014,5.9,6.1,6.2,1.7,1180000,9791000,2.9,4.8,5.7
10/1/2014,5.7,5.9,6.1,1.6,1155000,9693000,3.1,5.0,5.8
11/1/2014,5.8,5.7,5.9,1.2,1458000,12044000,3.5,4.6,5.6
12/1/2014,5.6,5.8,5.7,0.7,1138000,9520000,3.2,4.4,5.7
1/1/2015,5.7,5.6,5.8,-0.2,1438000,11749000,2.8,4.3,5.5
2/1/2015,5.5,5.7,5.6,-0.1,1205000,9361000,1.4,4.0,5.4
3/1/2015,5.4,5.5,5.7,0.0,1136000,9306000,0.1,3.7,5.4
4/1/2015,5.4,5.4,5.5,-0.1,1144000,9126000,-0.5,3.7,5.6
5/1/2015,5.6,5.4,5.4,0.0,1370000,11302000,-1.4,3.9,5.3
6/1/2015,5.3,5.6,5.4,0.2,1095000,9095000,-2.0,3.7,5.2
7/1/2015,5.2,5.3,5.6,0.2,1111000,8979000,-1.6,3.8,5.1
8/1/2015,5.1,5.2,5.3,0.2,1376000,11270000,-1.7,3.3,5
9/1/2015,5.0,5.1,5.2,0.0,1078000,8972000,-2.3,3.3,5
10/1/2015,5.0,5.0,5.1,0.1,1335000,11038000,-2.8,2.7,5.1
11/1/2015,5.1,5.0,5.0,0.4,1074000,8834000,-4.1,2.8,5
12/1/2015,5.0,5.1,5.0,0.6,1084000,8815000,-4.6,3.0,4.8
1/1/2016,4.8,5.0,5.1,1.2,1398000,11038000,-3.3,3.5,4.9
2/1/2016,4.9,4.8,5.0,0.8,1067000,8802000,-3.2,3.7,5
3/1/2016,5.0,4.9,4.8,0.9,1053000,8669000,-3.6,3.1,5.1
4/1/2016,5.1,5.0,4.9,1.2,1330000,10745000,-2.8,3.4,4.8
5/1/2016,4.8,5.1,5.0,1.1,1098000,8679000,-2.5,3.2,4.9
6/1/2016,4.9,4.8,5.1,1.1,1061000,8627000,-1.8,3.5,4.8
7/1/2016,4.8,4.9,4.8,0.9,1297000,10673000,-2.3,3.2,4.9
8/1/2016,4.9,4.8,4.9,1.1,1054000,8580000,-2.2,3.2,5
9/1/2016,5.0,4.9,4.8,1.5,1006000,8438000,-2.0,3.6,4.9
10/1/2016,4.9,5.0,4.9,1.7,1279000,10363000,-1.5,3.8,4.7
11/1/2016,4.7,4.9,5.0,1.7,983000,8179000,-1.2,3.7,4.7
12/1/2016,4.7,4.7,4.9,2.1,1261000,10242000,0.1,4.3,4.7
1/1/2017,4.7,4.7,4.7,2.5,986000,8155000,-0.7,4.5,4.6
2/1/2017,4.6,4.7,4.7,2.8,959000,8128000,-0.6,4.1,4.4
3/1/2017,4.4,4.6,4.7,2.4,1001000,7993000,0.9,4.7,4.4
4/1/2017,4.4,4.4,4.6,2.2,1210000,9834000,1.6,4.3,4.4
5/1/2017,4.4,4.4,4.4,1.9,959000,7749000,1.9,4.0,4.3
6/1/2017,4.3,4.4,4.4,1.6,961000,7830000,1.6,3.7,4.3
7/1/2017,4.3,4.3,4.4,1.7,1218000,9777000,1.3,3.8,4.4
8/1/2017,4.4,4.3,4.3,1.9,959000,7800000,1.0,3.9,4.3
9/1/2017,4.3,4.4,4.3,2.2,1347000,9742000,1.2,4.4,4.2
10/1/2017,4.2,4.3,4.4,2.0,945000,7689000,2.3,4.4,4.2
11/1/2017,4.2,4.2,4.3,2.2,954000,7702000,3.1,5.0,4.1
12/1/2017,4.1,4.2,4.2,2.1,1179000,9516000,2.5,4.9,4
1/1/2018,4.0,4.1,4.2,2.1,937000,7647000,2.6,4.6,4.1
2/1/2018,4.1,4.0,4.1,2.2,886000,7498000,3.3,4.8,4
3/1/2018,4.0,4.1,4.0,2.3,1128000,9147000,3.2,4.9,4
4/1/2018,4.0,4.0,4.1,2.4,890000,7220000,3.4,5.2,3.8
5/1/2018,3.8,4.0,4.0,2.8,885000,6957000,2.4,5.7,4
6/1/2018,4.0,3.8,4.0,2.8,1108000,8640000,3.0,5.6,3.8
7/1/2018,3.8,4.0,3.8,2.9,879000,6976000,3.3,5.8,3.8
8/1/2018,3.8,3.8,4.0,2.7,858000,6881000,4.5,5.8,3.7
9/1/2018,3.7,3.8,3.8,2.4,1059000,8415000,4.4,5.0,3.8
10/1/2018,3.8,3.7,3.8,2.5,859000,6628000,3.0,5.4,3.8
11/1/2018,3.8,3.8,3.7,2.2,883000,6724000,2.6,5.1,3.9
12/1/2018,3.9,3.8,3.8,1.9,1088000,8483000,2.5,3.3,4
1/1/2019,4.0,3.9,3.8,1.5,880000,6879000,1.9,3.6,3.8
